SampleID,StudyID,Year,Month,Species,Lat,Long,dN15,dC13,C:N,Source
U0123,5,2018,Feb,POM,-64.683,170.951,-1.14,-25.94,4.889822114,Andres Gutierrez Rodriguez unpublished TAN1802
U0121,5,2018,Feb,POM,-64.033,171.332,0.12,-25.81,4.63358008,Andres Gutierrez Rodriguez unpublished TAN1802
U0182,5,2018,Feb,POM,-58.027,174.214,-1.91,-25.64,6.752158159,Andres Gutierrez Rodriguez unpublished TAN1802
U0165,5,2018,Feb,POM,-64.682,170.938,-1.12,-25.63,4.908532634,Andres Gutierrez Rodriguez unpublished TAN1802
U0039,5,2018,Feb,POM,-58.144,176.027,-4.7,-25.52,5.539369298,Andres Gutierrez Rodriguez unpublished TAN1802
U0052,5,2018,Mar,POM,-54.634,171.794,-1.66,-25.48,5.875247931,Andres Gutierrez Rodriguez unpublished TAN1802
U0040,5,2018,Feb,POM,-62.439,172.151,-1.91,-25.33,5.321973536,Andres Gutierrez Rodriguez unpublished TAN1802
U0036,5,2018,Feb,POM,-55.723,174.231,-1.49,-25.23,5.63066219,Andres Gutierrez Rodriguez unpublished TAN1802
U0073,5,2018,Mar,POM,-44.525,172.576,5.16,-25.2,5.009937837,Andres Gutierrez Rodriguez unpublished TAN1802
U0157,5,2018,Feb,POM,-64.682,170.938,3.77,-25.14,5.103618215,Andres Gutierrez Rodriguez unpublished TAN1802
U0033,5,2018,Feb,POM,-53.297,174.396,-3.11,-25.11,5.417888926,Andres Gutierrez Rodriguez unpublished TAN1802
U0034,5,2018,Feb,POM,-53.87,174.477,-3.78,-24.73,5.465433567,Andres Gutierrez Rodriguez unpublished TAN1802
U0164,5,2018,Feb,POM,-64.682,170.938,4.26,-24.63,5.447465339,Andres Gutierrez Rodriguez unpublished TAN1802
U0120,5,2018,Feb,POM,-62.439,172.151,-1.31,-24.6,5.637143445,Andres Gutierrez Rodriguez unpublished TAN1802
U0035,5,2018,Feb,POM,-53.848,174.31,-4.84,-24.36,5.492798333,Andres Gutierrez Rodriguez unpublished TAN1802
U0118,5,2018,Feb,POM,-58.144,176.027,-4.27,-24.3,5.579594153,Andres Gutierrez Rodriguez unpublished TAN1802
U0032,5,2018,Feb,POM,-50.835,174.435,-1.44,-24.14,5.533778478,Andres Gutierrez Rodriguez unpublished TAN1802
U0099,5,2018,Feb,POM,-53.297,174.396,-1.99,-24.07,7.439162359,Andres Gutierrez Rodriguez unpublished TAN1802
U0072,5,2018,Mar,POM,-46.538,170.344,5.13,-24.04,NA,Andres Gutierrez Rodriguez unpublished TAN1802
U0191,5,2018,Mar,POM,-44.525,172.576,5.2,-23.96,5.00666433,Andres Gutierrez Rodriguez unpublished TAN1802
U0019,5,2018,Feb,POM,-50.403,174.663,-1.93,-23.95,5.056124621,Andres Gutierrez Rodriguez unpublished TAN1802
U0020,5,2018,Feb,POM,-50.701,174.747,0.05,-23.9,4.687666318,Andres Gutierrez Rodriguez unpublished TAN1802
U0018,5,2018,Feb,POM,-50.037,174.527,-2.91,-23.89,5.289943065,Andres Gutierrez Rodriguez unpublished TAN1802
U0014,5,2018,Feb,POM,-46.844,174.611,-2.61,-23.77,5.273245112,Andres Gutierrez Rodriguez unpublished TAN1802
U0102,5,2018,Feb,POM,-55.723,174.231,-1.86,-23.65,5.538305797,Andres Gutierrez Rodriguez unpublished TAN1802
U0184,5,2018,Mar,POM,-54.634,171.794,-2.06,-23.53,5.779467928,Andres Gutierrez Rodriguez unpublished TAN1802
U0095,5,2018,Feb,POM,-50.701,174.747,-1.57,-23.36,5.043464158,Andres Gutierrez Rodriguez unpublished TAN1802
U0100,5,2018,Feb,POM,-53.87,174.477,-0.9,-23.3,5.921140034,Andres Gutierrez Rodriguez unpublished TAN1802
U0096,5,2018,Feb,POM,-50.835,174.435,-1.32,-23.14,5.38982013,Andres Gutierrez Rodriguez unpublished TAN1802
U0016,5,2018,Feb,POM,-49.175,174.689,-2.14,-23.09,5.658178189,Andres Gutierrez Rodriguez unpublished TAN1802
U0093,5,2018,Feb,POM,-50.037,174.527,-2.79,-23.07,5.024325769,Andres Gutierrez Rodriguez unpublished TAN1802
U0054,5,2018,Mar,POM,-51.358,170.933,-2.11,-23.06,4.998408304,Andres Gutierrez Rodriguez unpublished TAN1802
U0094,5,2018,Feb,POM,-50.403,174.663,-1.61,-22.94,5.309795435,Andres Gutierrez Rodriguez unpublished TAN1802
U0012,5,2018,Feb,POM,-44.9,174.731,3.73,-22.88,6.600905675,Andres Gutierrez Rodriguez unpublished TAN1802
U0011,5,2018,Feb,POM,-45.019,174.896,2.75,-22.79,6.493252143,Andres Gutierrez Rodriguez unpublished TAN1802
U0055,5,2018,Mar,POM,-51.043,170.863,-1.04,-22.76,4.859491724,Andres Gutierrez Rodriguez unpublished TAN1802
U0058,5,2018,Mar,POM,-48.048,170.124,0.68,-22.71,5.265645807,Andres Gutierrez Rodriguez unpublished TAN1802
U0010,5,2018,Feb,POM,-44.203,174.711,8.47,-22.53,6.548032264,Andres Gutierrez Rodriguez unpublished TAN1802
U0101,5,2018,Feb,POM,-53.848,174.31,-5.02,-22.5,5.633770056,Andres Gutierrez Rodriguez unpublished TAN1802
U0080,5,2018,Feb,POM,-46.844,174.611,-3.64,-22.41,4.897540854,Andres Gutierrez Rodriguez unpublished TAN1802
U0013,5,2018,Feb,POM,-46.306,174.743,3.27,-21.99,5.958609246,Andres Gutierrez Rodriguez unpublished TAN1802
U0140,5,2018,Mar,POM,-51.043,170.863,-1.28,-21.97,4.92312093,Andres Gutierrez Rodriguez unpublished TAN1802
U0092,5,2018,Feb,POM,-49.175,174.689,-2.12,-21.92,5.472741446,Andres Gutierrez Rodriguez unpublished TAN1802
U0139,5,2018,Mar,POM,-51.358,170.933,-1.99,-21.89,4.697166939,Andres Gutierrez Rodriguez unpublished TAN1802
U0056,5,2018,Mar,POM,-50.425,170.861,0.43,-21.87,5.455924675,Andres Gutierrez Rodriguez unpublished TAN1802
U0071,5,2018,Mar,POM,-46.885,169.851,1.18,-21.85,5.248038695,Andres Gutierrez Rodriguez unpublished TAN1802
U0057,5,2018,Mar,POM,-50.167,170.319,1.73,-21.72,5.505659274,Andres Gutierrez Rodriguez unpublished TAN1802
U0078,5,2018,Feb,POM,-44.9,174.731,1.68,-21.46,6.190248516,Andres Gutierrez Rodriguez unpublished TAN1802
U0143,5,2018,Mar,POM,-48.048,170.124,0.66,-21.31,4.772092942,Andres Gutierrez Rodriguez unpublished TAN1802
U0142,5,2018,Mar,POM,-50.167,170.319,1.72,-21.26,5.385050109,Andres Gutierrez Rodriguez unpublished TAN1802
U0079,5,2018,Feb,POM,-46.306,174.743,2.86,-21.25,6.064284481,Andres Gutierrez Rodriguez unpublished TAN1802
U0077,5,2018,Feb,POM,-45.019,174.896,3.51,-21.17,6.25732064,Andres Gutierrez Rodriguez unpublished TAN1802
U0145,5,2018,Mar,POM,-46.885,169.851,1.51,-21.13,5.160958611,Andres Gutierrez Rodriguez unpublished TAN1802
U0190,5,2018,Mar,POM,-46.538,170.344,4.88,-20.99,NA,Andres Gutierrez Rodriguez unpublished TAN1802
U0141,5,2018,Mar,POM,-50.425,170.861,0.48,-20.91,5.09720537,Andres Gutierrez Rodriguez unpublished TAN1802
U0074,5,2018,Mar,POM,-43.716,173.279,7.61,-20.33,6.328820841,Andres Gutierrez Rodriguez unpublished TAN1802
U0192,5,2018,Mar,POM,-43.716,173.279,6.64,-18.83,6.699420635,Andres Gutierrez Rodriguez unpublished TAN1802
U0116,5,2018,Feb,POM,-57.4,174.206,-3.98,,5.399285044,Andres Gutierrez Rodriguez unpublished TAN1802
U0076,5,2018,Feb,POM,-44.203,174.711,8.29,,6.482535884,Andres Gutierrez Rodriguez unpublished TAN1802
,6,2004,Apr,POM,-55,7.33,1.82,-30.99,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-56,6.55,1.03,-30.88,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-66,0.05,-2.37,-30.62,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-55,7.33,2.38,-30.59,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-66,0.05,-2.66,-30.56,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-69,0,-2.43,-30.49,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-56,6.55,1.69,-30.05,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-57,5.8,-1.2,-30.04,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-62,0.25,-1.97,-29.42,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-69,0,-1.31,-29.4,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-57,5.8,-1.29,-29.32,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-65,0.05,-0.61,-28.88,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-62,0.25,-1.76,-28.84,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-54,8.2,1.22,-28.84,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-58,5.1,-1.95,-28.82,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-54,8.2,0.62,-28.82,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-65,0.05,-0.88,-28.81,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-68,0,-2.32,-28.59,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-64,0.5,-2.07,-28.34,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-64,0.5,-2.32,-28.29,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-68,0,-1.86,-28.28,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-59.98,3.5,-4.51,-28.28,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-61,1.9,-4.85,-27.9,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-58,5.1,-1.13,-27.85,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-63,0.05,-2.53,-27.78,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-63,0.05,-2.93,-27.55,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-61,1.9,-4.96,-27.53,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-67,0.05,-3.15,-27.45,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-59.98,3.5,-4.37,-27.34,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-67,0.05,-2.58,-27.18,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-58.97,4.4,-0.29,-26.48,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-58.97,4.4,-1.61,-26.29,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-44.95,13.25,-1.84,-26.2,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-44.95,13.25,-1.51,-25.64,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-53,8.66,1.58,-25.2,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-53,8.66,0.97,-25.04,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-50,11.4,-1.58,-24.59,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-50,11.4,-0.62,-24.03,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-49,12.25,-1.72,-23.97,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-51,10.45,-2.21,-23.94,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-51,10.45,-1.8,-23.93,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-47,12.7,-1.15,-23.92,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-52,9.6,-0.8,-23.88,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-52,9.6,-0.3,-23.76,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-46,13.15,-1.37,-23.42,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,Apr,POM,-49,12.25,-1.46,-23.34,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-47,12.7,-0.85,-23.29,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-46,13.15,-1.02,-22.99,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-48,12.3,-2.29,-22.89,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-42,14.66,1.01,-22.59,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-42,14.66,0.39,-22.52,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-48,12.3,-1.3,-22.37,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-41,15.1,1.41,-22.32,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-41,15.1,1.26,-22.12,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-43.9,13.75,0.95,-22.11,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-43.9,13.75,1.1,-21.83,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-43,14.15,1.1,-21.34,,ANT XXI/4 - Espinasse et al. (2019)
,6,2004,May,POM,-43,14.15,1,-20.95,,ANT XXI/4 - Espinasse et al. (2019)
,7,2005,Nov,POM,-65.03,-0.31,-1.25,-31.83,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-66,-0.89,-0.74,-31.24,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Dec,POM,-60.03,0.03,0.53,-29.56,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-67,-0.96,2.31,-29.02,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-68,-0.91,3.06,-28.78,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Dec,POM,-65.02,-3.06,-0.14,-28.72,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-64.08,0.14,5.87,-27.88,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-56.01,3.58,0.5,-27.81,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-69.02,-1.91,2.18,-27.69,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-62.01,0.3,5.85,-27.43,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-59,1.21,3.27,-27.36,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Dec,POM,-64.42,-3,3.57,-27.26,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-60.05,0.33,4.84,-27.23,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-58.01,2.32,1.36,-27.16,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-61,0.2,4.98,-27.02,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-55.03,2.98,0.89,-26.79,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-55,3.83,0.9,-26.71,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-63.04,0.49,6.65,-26.64,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-70,-3.88,2.82,-26.61,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-53.05,4.63,0.79,-26.58,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-57,2.47,0.06,-26.46,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-54.52,3.22,0.73,-26.15,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-54.06,3.87,1.05,-26.12,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Dec,POM,-70.02,-3.08,3.15,-25.79,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-52,5.48,0.55,-25.65,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Dec,POM,-70.4,-8.2,1.26,-25.25,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-44.01,11.71,1.43,-24.86,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-51.43,6.25,0.08,-24.4,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-46,10.05,0.93,-24.38,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-51,6.12,0.26,-24.16,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-50,6.94,0.93,-23.51,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-48.08,8.47,0.42,-23.33,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-49,7.74,0.66,-22.89,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-47.01,9.29,0.08,-22.77,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-42,12.94,3.08,-22.65,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-45,10.79,0.24,-22.59,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-41,13.63,4.04,-22.35,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-43.01,12.53,1.25,-21.98,,ANT XXIII/2 -Espinasse et al. (2019)
,7,2005,Nov,POM,-40.04,14.29,3.53,-21.1,,ANT XXIII/2 -Espinasse et al. (2019)
,8,2006,Jul,POM,-68.96,2.9,,-28.41,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-67.85,-14.33,1.98,-28.38,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-57.01,5.53,-5.61,-28.21,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-63.96,-24.08,2.46,-28.17,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-69.39,-9.29,0.64,-28.16,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-64.01,3.01,-4.07,-28.01,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-58.1,5.34,-6.09,-27.63,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-55.99,5.7,-1.46,-27.54,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-54.97,5.86,-2.18,-27.45,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-60.99,3.02,-1.65,-27.34,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-66.16,-0.1,-0.61,-27.23,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-67.95,3.02,-2.3,-27.22,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-60.53,-33.6,0.88,-27.21,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-60.01,3.67,-2.62,-26.84,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-53.99,6.02,-2.3,-26.8,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-66.01,2.97,-1.18,-26.67,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-68.94,3.06,1.34,-26.51,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-65.04,2.98,-2.34,-26.45,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-61.99,3.04,-2.86,-26.43,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-61.03,3.67,-1.35,-26.37,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-70,3,-2.75,-26.18,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-63,2.97,-1.69,-25.97,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jul,POM,-66.99,3.07,-2.57,-25.96,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jan,POM,-57.08,-51.02,0.79,-25.64,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-58.99,5.18,-2.27,-25.14,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-53,6.17,0.26,-24.91,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-52.04,6.31,-1.09,-24.64,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-50,6.61,-0.13,-24.29,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-47,7.71,-0.32,-24.25,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-51.11,6.45,-0.14,-24.1,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-49.06,6.82,-1.09,-24.09,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-48,7.14,-0.34,-23.93,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-45.02,9.46,0.2,-23.87,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-46.01,8.59,0.2,-23.8,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-44,10.33,0.42,-22.41,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-40.01,13.61,2.5,-22.41,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-41,12.82,2.66,-22.4,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-42.17,11.86,0.09,-22.16,,ANT XXIII/6 - Espinasse et al. (2019)
,8,2006,Jun,POM,-43,11.17,-0.25,-21.81,,ANT XXIII/6 - Espinasse et al. (2019)
SAW,9,2012,Apr,POM,-55.5,-65.3,2.9,-23.8,,Barrera et al (2017)
SSW,9,2012,Apr,POM,-55,-65,5.2,-22.9,,Barrera et al (2017)
BMW,9,2012,Apr,POM,-55.2,-65.6,6.9,-22.4,,Barrera et al (2017)
68,10,1992,Mar,POM,-48.2,71.93,,-26.14,,Bentaleb et al (1998)
70,10,1992,Mar,POM,-49.05,70.91,,-26.1,,Bentaleb et al (1998)
79,10,1992,Mar,POM,-45.88,68.61,,-25.59,,Bentaleb et al (1998)
67,10,1992,Mar,POM,-48.03,72.11,,-25.52,,Bentaleb et al (1998)
78,10,1992,Mar,POM,-46.27,68.85,,-25.18,,Bentaleb et al (1998)
84,10,1992,Mar,POM,-42.59,66.69,,-24.93,,Bentaleb et al (1998)
77,10,1992,Mar,POM,-47.4,69.56,,-24.73,,Bentaleb et al (1998)
66,10,1992,Mar,POM,-47.82,72.35,,-24.68,,Bentaleb et al (1998)
63,10,1992,Mar,POM,-47.09,73.16,,-24.42,,Bentaleb et al (1998)
71,10,1992,Mar,POM,-49.29,70.68,,-24.06,,Bentaleb et al (1998)
73,10,1992,Mar,POM,-48.89,70.51,,-23.8,,Bentaleb et al (1998)
65,10,1992,Mar,POM,-47.5,72.7,,-23.76,,Bentaleb et al (1998)
64,10,1992,Mar,POM,-47.28,72.93,,-23.71,,Bentaleb et al (1998)
83,10,1992,Mar,POM,-43.86,67.34,,-23.54,,Bentaleb et al (1998)
80,10,1992,Mar,POM,-45.5,68.4,,-23.44,,Bentaleb et al (1998)
76,10,1992,Mar,POM,-47.72,69.79,,-23.41,,Bentaleb et al (1998)
81,10,1992,Mar,POM,-45.2,68.2,,-23.4,,Bentaleb et al (1998)
85,10,1992,Mar,POM,-42.04,66.29,,-23.28,,Bentaleb et al (1998)
69,10,1992,Mar,POM,-48.75,71.28,,-23.05,,Bentaleb et al (1998)
62,10,1992,Mar,POM,-46.91,73.31,,-23,,Bentaleb et al (1998)
82,10,1992,Mar,POM,-44.54,67.82,,-23,,Bentaleb et al (1998)
72,10,1992,Mar,POM,-49.36,70.57,,-22.99,,Bentaleb et al (1998)
54,10,1992,Mar,POM,-44.36,75.84,,-22.79,,Bentaleb et al (1998)
87,10,1992,Mar,POM,-40.39,65.26,,-22.78,,Bentaleb et al (1998)
59,10,1992,Mar,POM,-45.7,74.46,,-22.57,,Bentaleb et al (1998)
86,10,1992,Mar,POM,-41.13,65.7,,-22.55,,Bentaleb et al (1998)
49,10,1992,Mar,POM,-42.07,78,,-22.19,,Bentaleb et al (1998)
46,10,1992,Mar,POM,-40.69,79.41,,-22.12,,Bentaleb et al (1998)
48,10,1992,Mar,POM,-41.67,78.44,,-22.03,,Bentaleb et al (1998)
55,10,1992,Mar,POM,-44.59,75.6,,-22.01,,Bentaleb et al (1998)
57,10,1992,Mar,POM,-45.1,75.07,,-22,,Bentaleb et al (1998)
61,10,1992,Mar,POM,-46.5,73.68,,-21.95,,Bentaleb et al (1998)
50,10,1992,Mar,POM,-42.7,77.35,,-21.85,,Bentaleb et al (1998)
51,10,1992,Mar,POM,-43.37,76.79,,-21.74,,Bentaleb et al (1998)
56,10,1992,Mar,POM,-44.88,75.33,,-21.73,,Bentaleb et al (1998)
75,10,1992,Mar,POM,-48.26,70.13,,-21.69,,Bentaleb et al (1998)
60,10,1992,Mar,POM,-46.16,74.02,,-21.68,,Bentaleb et al (1998)
58,10,1992,Mar,POM,-45.4,74.76,,-21.54,,Bentaleb et al (1998)
47,10,1992,Mar,POM,-40.97,79.12,,-21.52,,Bentaleb et al (1998)
53,10,1992,Mar,POM,-43.99,76.2,,-21.5,,Bentaleb et al (1998)
52,10,1992,Mar,POM,-43.75,76.44,,-21.2,,Bentaleb et al (1998)
45,10,1992,Mar,POM,-40.29,79.78,,-21.06,,Bentaleb et al (1998)
74,10,1992,Mar,POM,-48.58,70.33,,-20.17,,Bentaleb et al (1998)
M4,11,2018,Mar,POM,-49.85,74.9,-3.69,-27.61,,Boris - unpublished 
M3,11,2018,Mar,POM,-50.68,68.06,-4.01,-27.55,,Boris - unpublished 
M1,11,2018,Mar,POM,-50.62,72,-4.48,-27.46,,Boris - unpublished 
TR-21,11,2018,Feb,POM,-45.957,68.668,-3.83,-26.47,,Boris - unpublished 
TR-24,11,2018,Feb,POM,-49.644,71.181,1.34,-25.59,,Boris - unpublished 
TR-22,11,2018,Feb,POM,-47.265,69.52,3.39,-25.38,,Boris - unpublished 
TR-20,11,2018,Feb,POM,-45.267,68.226,-0.55,-24.98,,Boris - unpublished 
TR-18,11,2018,Feb,POM,-43.637,67.206,5.38,-22.39,,Boris - unpublished 
TR-23,11,2018,Feb,POM,-48.415,70.289,1.04,-22.29,,Boris - unpublished 
M2,11,2018,Mar,POM,-52.6,67.2,-1.39,-22.27,,Boris - unpublished 
TR-16,11,2018,Feb,POM,-40.93,65.569,8.06,-22.13,,Boris - unpublished 
TR-19,11,2018,Feb,POM,-44.57,67.782,3.79,-22.02,,Boris - unpublished 
TR-17,11,2018,Feb,POM,-42.318,66.397,5.55,-21.96,,Boris - unpublished 
,12,2006,Feb,POM,-62.43,74.99,2.08,-28.18,,BROKE-2 - Boris
,12,2006,Feb,POM,-66.23,65,-1.14,-28.02,,BROKE-2 - Boris
