SampleID,StudyID,Year,Month,Species,Lat,Long,dN15,dC13,C:N,Source
AWE074,13,2010,Feb,POM,-65.64,153.243,0.32,-26.89,5.68,Bury (unpublished)
AWE050,13,2010,Feb,POM,-71.28,-177.67,-2.36,-26.63,5.16,Bury (unpublished)
AWE048,13,2010,Feb,POM,-71.39,-178.75,-0.51,-26.59,5.23,Bury (unpublished)
AWE049,13,2010,Feb,POM,-71.51,-177.611,-2.65,-26.56,5.06,Bury (unpublished)
AWE113,13,2010,Mar,POM,-63.7,164.429,1.24,-26.42,5.34,Bury (unpublished)
AWE046,13,2010,Feb,POM,-71.48,-177.631,-0.68,-26.38,5.2,Bury (unpublished)
AWE059,13,2010,Feb,POM,-67.15,165.417,0.32,-25.9,5.15,Bury (unpublished)
AWE116,13,2010,Mar,POM,-60.52,165.503,-3.52,-25.83,6.22,Bury (unpublished)
AWE092,13,2010,Mar,POM,-67.47,164.194,-2.04,-25.76,7.82,Bury (unpublished)
AWE118,13,2010,Mar,POM,-58.95,166.335,-2.96,-25.63,6,Bury (unpublished)
AWE019,13,2010,Feb,POM,-60.03,-166.704,-1.17,-25.06,5.69,Bury (unpublished)
AWE117,13,2010,Mar,POM,-59.77,166.148,-0.77,-25,5.77,Bury (unpublished)
AWE123,13,2010,Mar,POM,-53.97,168.225,-0.62,-24.8,6.08,Bury (unpublished)
AWE119,13,2010,Mar,POM,-58.2,166.456,-1.24,-24.71,6.12,Bury (unpublished)
AWE018,13,2010,Feb,POM,-58.92,-168.427,-3.15,-24.61,5.6,Bury (unpublished)
AWE016,13,2010,Feb,POM,-57.14,-170.698,-1.07,-24.6,6.39,Bury (unpublished)
AWE120,13,2010,Mar,POM,-56.84,167.194,3.44,-24.59,5.85,Bury (unpublished)
AWE121,13,2010,Mar,POM,-55.88,167.49,0.45,-24.53,6.01,Bury (unpublished)
AWE017,13,2010,Feb,POM,-58.1,-169.504,-2.95,-24.52,5.76,Bury (unpublished)
AWE122,13,2010,Mar,POM,-54.82,168.103,-0.61,-24.47,5.94,Bury (unpublished)
AWE124,13,2010,Mar,POM,-52.71,168.323,2.71,-24.21,5.69,Bury (unpublished)
AWE099,13,2010,Mar,POM,-67.47,164.291,2.59,-24.08,1.92,Bury (unpublished)
AWE060,13,2010,Feb,POM,-67.38,164.33,1.91,-23.8,5.22,Bury (unpublished)
AWE015,13,2010,Feb,POM,-56.3,-171.783,-1.67,-23.79,6.24,Bury (unpublished)
AWE125,13,2010,Mar,POM,-51.99,169.342,0.56,-23.72,5.78,Bury (unpublished)
AWE108,13,2010,Mar,POM,-67.18,165.326,1.64,-23.7,6.08,Bury (unpublished)
AWE012,13,2010,Feb,POM,-53.42,-174.446,-2.17,-23.63,6.23,Bury (unpublished)
AWE078,13,2010,Feb,POM,-66.31,161.367,1.55,-23.49,5.05,Bury (unpublished)
AWE001,13,2010,Feb,POM,-42.01,175.17,4.7,-23.41,7.62,Bury (unpublished)
AWE061,13,2010,Feb,POM,-67.42,164.33,1.41,-23.35,5,Bury (unpublished)
AWE134,13,2010,Mar,POM,-42.93,173.351,6.08,-23.28,4.11,Bury (unpublished)
AWE002,13,2010,Feb,POM,-42.72,175.554,6.43,-23.2,7.18,Bury (unpublished)
AWE067,13,2010,Feb,POM,-66.9,163.16,1.57,-23.06,5.24,Bury (unpublished)
AWE133,13,2010,Mar,POM,-43.87,173.757,6.07,-22.92,6.11,Bury (unpublished)
AWE013,13,2010,Feb,POM,-54.3,-173.709,-3.04,-22.91,6.53,Bury (unpublished)
AWE109,13,2010,Mar,POM,-66.87,163.551,1.35,-22.77,1.99,Bury (unpublished)
AWE064,13,2010,Feb,POM,-66.94,163.15,1.24,-22.76,5.29,Bury (unpublished)
AWE093,13,2010,Mar,POM,-67.35,164.322,1.69,-22.71,5.52,Bury (unpublished)
AWE063,13,2010,Feb,POM,-66.24,162.115,1.73,-22.67,5.13,Bury (unpublished)
AWE110,13,2010,Mar,POM,-66.74,163.482,1.25,-22.63,2.19,Bury (unpublished)
AWE065,13,2010,Feb,POM,-66.89,164.15,-0.13,-22.55,5.46,Bury (unpublished)
AWE130,13,2010,Mar,POM,-47.12,171.488,-2.32,-22.53,5.81,Bury (unpublished)
AWE080,13,2010,Feb,POM,-67.08,163.493,1.48,-22.52,5.29,Bury (unpublished)
AWE098,13,2010,Mar,POM,-67.37,164.345,3.93,-22.5,1.98,Bury (unpublished)
AWE082,13,2010,Feb,POM,-66.82,164.762,-0.33,-22.5,5.46,Bury (unpublished)
AWE062,13,2010,Feb,POM,-66.95,163.145,1.31,-22.48,5.18,Bury (unpublished)
AWE083,13,2010,Feb,POM,-66.96,164.139,1.25,-22.46,5.61,Bury (unpublished)
AWE066,13,2010,Feb,POM,-67.01,163.304,2.11,-22.43,5.04,Bury (unpublished)
AWE097,13,2010,Mar,POM,-67.31,164.294,1.95,-22.41,1.92,Bury (unpublished)
AWE095,13,2010,Mar,POM,-67.4,164.31,1.92,-22.36,3.55,Bury (unpublished)
AWE091,13,2010,Mar,POM,-67.76,165.122,1.44,-22.35,5.41,Bury (unpublished)
AWE079,13,2010,Feb,POM,-66.64,163.884,1.5,-22.28,5.42,Bury (unpublished)
AWE081,13,2010,Feb,POM,-66.98,163.135,1.23,-22.19,5.29,Bury (unpublished)
AWE131,13,2010,Mar,POM,-46.17,172.139,-1.99,-22.02,6.45,Bury (unpublished)
AWE094,13,2010,Mar,POM,-67.29,164.3,2.71,-21.98,3.59,Bury (unpublished)
AWE129,13,2010,Mar,POM,-48.13,171.209,-1.45,-21.95,5.79,Bury (unpublished)
AWE068,13,2010,Feb,POM,-66.58,163.501,1.85,-21.87,5.77,Bury (unpublished)
AWE007,13,2010,Feb,POM,-48.58,-178.722,-1.01,-21.49,6.08,Bury (unpublished)
AWE128,13,2010,Mar,POM,-49.07,170.579,0.56,-21.41,5.28,Bury (unpublished)
AWE008,13,2010,Feb,POM,-49.57,-177.753,-1.06,-21.33,6.18,Bury (unpublished)
AWE127,13,2010,Mar,POM,-50.25,170.319,0.3,-21.31,5.8,Bury (unpublished)
AWE006,13,2010,Feb,POM,-47.34,-179.839,-0.27,-21.16,6.35,Bury (unpublished)
AWE126,13,2010,Mar,POM,-51.1,170.611,0.37,-21.14,6.19,Bury (unpublished)
AWE003,13,2010,Feb,POM,-44.04,177.117,0.74,-21.14,5.44,Bury (unpublished)
AWE011,13,2010,Feb,POM,-52.36,-174.322,1.54,-21.02,6.19,Bury (unpublished)
AWE132,13,2010,Mar,POM,-44.86,172.426,-0.79,-20.9,6.22,Bury (unpublished)
AWE009,13,2010,Feb,POM,-50.56,-176.72,1.75,-20.39,6.11,Bury (unpublished)
AWE010,13,2010,Feb,POM,-51.45,-175.76,2.91,-20.34,6.33,Bury (unpublished)
AWE004,13,2010,Feb,POM,-45.07,178.784,0.38,-19.86,6.86,Bury (unpublished)
AWE005,13,2010,Feb,POM,-46.43,179.244,2.15,-18.76,7.4,Bury (unpublished)
U0116,14,2015,Feb,POM,-71.46,178.321,0.38,-30.36,,Bury (unpublished)
U0088,14,2015,Feb,POM,-68.88,179.741,0.33,-30.12,,Bury (unpublished)
U0059,14,2015,Feb,POM,-68.88,163.424,0.18,-29.81,,Bury (unpublished)
U0161,14,2015,Feb,POM,-68.9,168.869,-0.23,-29.71,,Bury (unpublished)
U0118,14,2015,Feb,POM,-71.88,176.756,0.49,-29.68,,Bury (unpublished)
U0200,14,2015,Mar,POM,-67.62,-175.759,0.72,-29.65,,Bury (unpublished)
U0198,14,2015,Mar,POM,-68.24,-175.505,-0.16,-29.61,,Bury (unpublished)
U0156,14,2015,Feb,POM,-70.49,176.228,0.46,-29.47,,Bury (unpublished)
U0115,14,2015,Feb,POM,-71.7,-179.423,-0.34,-29.44,,Bury (unpublished)
U0212,14,2015,Mar,POM,-65.19,-175.7,0.46,-29.39,,Bury (unpublished)
U0133,14,2015,Feb,POM,-73.71,-179.521,-0.38,-29.3,,Bury (unpublished)
U0107b,14,2015,Feb,POM,-69.99,-178.292,0.05,-29.24,,Bury (unpublished)
U0197,14,2015,Mar,POM,-68.95,-175.582,0.55,-29.17,,Bury (unpublished)
U0094,14,2015,Feb,POM,-71.02,-178.196,0.11,-29.04,,Bury (unpublished)
U0091,14,2015,Feb,POM,-69.99,-177.875,0.05,-29.03,,Bury (unpublished)
U0131,14,2015,Feb,POM,-72.58,-178.899,-1.05,-29,,Bury (unpublished)
U0129,14,2015,Feb,POM,-72.66,179.007,-0.9,-28.99,,Bury (unpublished)
U0160,14,2015,Feb,POM,-68.89,172.184,-0.62,-28.93,,Bury (unpublished)
U0037,14,2015,Feb,POM,-63.71,162.395,0.33,-28.9,,Bury (unpublished)
U0130,14,2015,Feb,POM,-72.77,179.799,-1.16,-28.86,,Bury (unpublished)
U0155,14,2015,Feb,POM,-71.5,175.317,1.1,-28.85,,Bury (unpublished)
U0083,14,2015,Feb,POM,-69.25,178.297,-0.04,-28.81,,Bury (unpublished)
U0096,14,2015,Feb,POM,-71.28,-178.091,0.97,-28.76,,Bury (unpublished)
U0211,14,2015,Mar,POM,-65.76,-175.496,-0.14,-28.73,,Bury (unpublished)
U0097,14,2015,Feb,POM,-71.51,-178.264,-0.98,-28.69,,Bury (unpublished)
U0036,14,2015,Feb,POM,-62.77,162.967,1.05,-28.65,,Bury (unpublished)
U0128,14,2015,Feb,POM,-72.36,177.186,-0.19,-28.61,,Bury (unpublished)
U0201,14,2015,Mar,POM,-66.68,-175.664,0.95,-28.6,,Bury (unpublished)
U0143,14,2015,Feb,POM,-72.82,176.642,0.03,-28.57,,Bury (unpublished)
U0061,14,2015,Feb,POM,-69.16,163.444,0.36,-28.53,,Bury (unpublished)
U0195,14,2015,Mar,POM,-69.61,-175.997,0.13,-28.48,,Bury (unpublished)
U0192,14,2015,Mar,POM,-69.66,-176.511,1.03,-28.45,,Bury (unpublished)
U0162,14,2015,Feb,POM,-69.25,169.116,-0.49,-28.42,,Bury (unpublished)
U0119,14,2015,Feb,POM,-72.06,177.186,-1.13,-28.4,,Bury (unpublished)
U0055,14,2015,Feb,POM,-69.11,164.687,-0.25,-28.38,,Bury (unpublished)
U0093,14,2015,Feb,POM,-70.79,-178.234,0.13,-28.35,,Bury (unpublished)
U0038,14,2015,Feb,POM,-64.72,162.613,0.78,-28.33,,Bury (unpublished)
U0095,14,2015,Feb,POM,-71.15,-178.064,0.23,-28.32,,Bury (unpublished)
U0145,14,2015,Feb,POM,-72.38,174.089,0.23,-28.29,,Bury (unpublished)
U0114,14,2015,Feb,POM,-72.05,-178.012,-1.12,-28.29,,Bury (unpublished)
U0072,14,2015,Feb,POM,-69.24,175.378,0.38,-28.28,,Bury (unpublished)
U0087,14,2015,Feb,POM,-69.36,179.488,0.86,-28.26,,Bury (unpublished)
U0164,14,2015,Feb,POM,-69.52,164.245,0.26,-28.22,,Bury (unpublished)
U0163,14,2015,Feb,POM,-69.5,164.65,1.87,-28.22,,Bury (unpublished)
U0054,14,2015,Feb,POM,-69.17,164.26,-0.27,-28.22,,Bury (unpublished)
U0173,14,2015,Feb,POM,-69.78,173.907,1.09,-28.21,,Bury (unpublished)
U0171,14,2015,Feb,POM,-69.76,173.293,2.14,-28.2,,Bury (unpublished)
U0085,14,2015,Feb,POM,-69.46,178.644,0.38,-28.19,,Bury (unpublished)
U0159,14,2015,Feb,POM,-69.66,175.702,-1,-28.16,,Bury (unpublished)
U0069,14,2015,Feb,POM,-69.28,168.669,0.68,-28.16,,Bury (unpublished)
U0040,14,2015,Feb,POM,-66.75,163.346,0.47,-28.16,,Bury (unpublished)
U0191,14,2015,Mar,POM,-69.87,-176.927,0.4,-28.15,,Bury (unpublished)
U0058,14,2015,Feb,POM,-69.2,163.681,0.54,-28.14,,Bury (unpublished)
U0188,14,2015,Mar,POM,-69.87,179.445,1.07,-28.13,,Bury (unpublished)
U0090,14,2015,Feb,POM,-69.51,-177.938,1.31,-28.12,,Bury (unpublished)
U0082,14,2015,Feb,POM,-69.29,178.201,0.41,-28.12,,Bury (unpublished)
U0167,14,2015,Feb,POM,-69.73,170.153,0.29,-28.11,,Bury (unpublished)
U0174,14,2015,Feb,POM,-69.65,175.86,1.4,-28.11,,Bury (unpublished)
U0070,14,2015,Feb,POM,-69.26,171.025,0.71,-28.09,,Bury (unpublished)
U0062,14,2015,Feb,POM,-69.25,163.765,0.73,-28.07,,Bury (unpublished)
U0056,14,2015,Feb,POM,-69.24,164.696,-0.38,-28.06,,Bury (unpublished)
U0057,14,2015,Feb,POM,-69.2,164.585,0.53,-28.06,,Bury (unpublished)
U0166,14,2015,Feb,POM,-69.7,167.08,0.71,-28.03,,Bury (unpublished)
U0063,14,2015,Feb,POM,-69.24,166.502,0.93,-28.03,,Bury (unpublished)
U0194,14,2015,Mar,POM,-69.73,-176.168,0.25,-28.02,,Bury (unpublished)
U0157,14,2015,Feb,POM,-69.71,177.494,1,-28.02,,Bury (unpublished)
U0089,14,2015,Feb,POM,-68.98,-178.304,-0.71,-28.01,,Bury (unpublished)
U0060,14,2015,Feb,POM,-69.12,163.447,0.3,-27.99,,Bury (unpublished)
U0184,14,2015,Feb,POM,-69.77,178.06,1.95,-27.97,,Bury (unpublished)
U0110,14,2015,Feb,POM,-71.94,-177.053,-1.1,-27.96,,Bury (unpublished)
U0071,14,2015,Feb,POM,-69.35,173.342,1.05,-27.95,,Bury (unpublished)
U0189,14,2015,Mar,POM,-69.96,-179.075,1.27,-27.94,,Bury (unpublished)
U0073,14,2015,Feb,POM,-69.29,177.058,0.92,-27.93,,Bury (unpublished)
U0135,14,2015,Feb,POM,-74.57,-178.269,-0.08,-27.84,,Bury (unpublished)
U0146,14,2015,Feb,POM,-72.19,173.657,0.19,-27.84,,Bury (unpublished)
U0190,14,2015,Mar,POM,-69.95,-177.398,0.69,-27.8,,Bury (unpublished)
U0111,14,2015,Feb,POM,-72.37,-178.339,-1.07,-27.79,,Bury (unpublished)
U0084,14,2015,Feb,POM,-69.31,178.591,0.18,-27.79,,Bury (unpublished)
U0186,14,2015,Feb,POM,-69.96,177.474,1.43,-27.77,,Bury (unpublished)
U0086,14,2015,Feb,POM,-69.34,179.389,0.4,-27.75,,Bury (unpublished)
U0041,14,2015,Feb,POM,-67.18,164.171,0.95,-27.74,,Bury (unpublished)
U0158,14,2015,Feb,POM,-69.8,178.957,-0.8,-27.73,,Bury (unpublished)
U0142,14,2015,Feb,POM,-73.59,177.268,-0.16,-27.72,,Bury (unpublished)
U0183,14,2015,Feb,POM,-69.77,177.691,1.36,-27.7,,Bury (unpublished)
U0185,14,2015,Feb,POM,-69.94,178.53,1.17,-27.68,,Bury (unpublished)
U0213,14,2015,Mar,POM,-64.65,-175.517,-0.81,-27.67,,Bury (unpublished)
U0132,14,2015,Feb,POM,-73.13,-179.347,-0.98,-27.66,,Bury (unpublished)
U0215,14,2015,Mar,POM,-63.66,-175.483,-0.59,-27.64,,Bury (unpublished)
U0187,14,2015,Feb,POM,-69.93,178.204,1.02,-27.63,,Bury (unpublished)
U0113,14,2015,Feb,POM,-72.29,-178.015,-1.16,-27.61,,Bury (unpublished)
U0170,14,2015,Feb,POM,-69.75,172.3,2.05,-27.5,,Bury (unpublished)
U0232,14,2015,Mar,POM,-58.09,-174.708,-4.51,-27.5,,Bury (unpublished)
U0109,14,2015,Feb,POM,-71.98,-177.455,-0.87,-27.45,,Bury (unpublished)
U0112,14,2015,Feb,POM,-72.62,-177.904,-1.21,-27.26,,Bury (unpublished)
U0220,14,2015,Mar,POM,-59.65,-175.282,-3.05,-27.02,,Bury (unpublished)
U0214,14,2015,Mar,POM,-64.21,-175.656,-2.28,-26.85,,Bury (unpublished)
U0219,14,2015,Mar,POM,-60.52,-174.846,-1.35,-26.75,,Bury (unpublished)
U0011,14,2015,Feb,POM,-65.8,170.75,1.63,-26.57,,Bury (unpublished)
U0140,14,2015,Feb,POM,-74.55,177.576,-0.46,-26.47,,Bury (unpublished)
U0134,14,2015,Feb,POM,-74.14,-179.073,1.53,-26.45,,Bury (unpublished)
U0217,14,2015,Mar,POM,-62.07,-175.589,-2.28,-26.44,,Bury (unpublished)
U0218,14,2015,Mar,POM,-61.27,-174.906,-2.31,-26.41,,Bury (unpublished)
U0039,14,2015,Feb,POM,-66.21,163.077,1.2,-26.4,,Bury (unpublished)
U0216,14,2015,Mar,POM,-62.86,-175.377,-1.07,-26.37,,Bury (unpublished)
U0231,14,2015,Mar,POM,-58.63,-174.728,-3.37,-26.37,,Bury (unpublished)
U0020,14,2015,Feb,POM,-66.94,167.386,2.87,-26.31,,Bury (unpublished)
U0034,14,2015,Feb,POM,-60.58,164.364,-0.64,-26.27,,Bury (unpublished)
U0013,14,2015,Feb,POM,-67,169.855,1.34,-26.2,,Bury (unpublished)
U0249,14,2015,Jan,POM,-52.45,179.946,0.95,-26.12,,Bury (unpublished)
U0032,14,2015,Feb,POM,-67.2,165.462,1.65,-26.05,,Bury (unpublished)
U0015,14,2015,Feb,POM,-67.14,168.929,1.6,-25.88,,Bury (unpublished)
U0019,14,2015,Feb,POM,-67.13,168.957,1.73,-25.83,,Bury (unpublished)
U0021,14,2015,Feb,POM,-66.71,166.902,1.14,-25.76,,Bury (unpublished)
U0139,14,2015,Feb,POM,-74.66,179.703,2.09,-25.68,,Bury (unpublished)
U0240,14,2015,Mar,POM,-50.51,-179.709,-0.57,-25.67,,Bury (unpublished)
U0035,14,2015,Feb,POM,-61.86,163.745,-0.01,-25.59,,Bury (unpublished)
U0014,14,2015,Feb,POM,-67.17,169.374,2.09,-25.55,,Bury (unpublished)
U0233,14,2015,Mar,POM,-57.1,-175.014,-2.99,-25.36,,Bury (unpublished)
U0033,14,2015,Feb,POM,-66.32,164.867,1.92,-25.34,,Bury (unpublished)
U0009,14,2015,Feb,POM,-66.86,171.553,0.73,-25.27,,Bury (unpublished)
U0022,14,2015,Feb,POM,-66.75,166.336,1.69,-25.21,,Bury (unpublished)
U0234,14,2015,Mar,POM,-56.38,-176.41,-2.19,-25.18,,Bury (unpublished)
U0259,14,2015,Feb,POM,-53.59,178.943,0.29,-25.17,,Bury (unpublished)
U0264,14,2015,Feb,POM,-59.57,175.466,-1.39,-25.16,,Bury (unpublished)
U0012,14,2015,Feb,POM,-66.8,170.267,1.33,-25.14,,Bury (unpublished)
U0010,14,2015,Feb,POM,-66.52,171.088,1.52,-25.06,,Bury (unpublished)
U0016,14,2015,Feb,POM,-67.16,168.929,2.78,-24.86,,Bury (unpublished)
U0238,14,2015,Mar,POM,-52.7,-179.306,-3.01,-24.75,,Bury (unpublished)
U0248,14,2015,Jan,POM,-51.23,-179.526,0.22,-24.74,,Bury (unpublished)
U0235,14,2015,Mar,POM,-55.68,-177.456,-0.62,-24.59,,Bury (unpublished)
U0236,14,2015,Mar,POM,-54.79,-178.301,-2.67,-24.49,,Bury (unpublished)
U0023,14,2015,Feb,POM,-66.77,165.891,0.2,-24.48,,Bury (unpublished)
U0237,14,2015,Mar,POM,-53.81,-178.822,-2.36,-24.39,,Bury (unpublished)
U0245,14,2015,Jan,POM,-48.8,-178.452,-0.1,-24.27,,Bury (unpublished)
U0263,14,2015,Feb,POM,-55.84,175.371,0.52,-24.25,,Bury (unpublished)
U0137,14,2015,Feb,POM,-74.69,-179.815,2.61,-24.08,,Bury (unpublished)
U0017,14,2015,Feb,POM,-67.55,168.5,1.92,-24.06,,Bury (unpublished)
U0262,14,2015,Feb,POM,-57.02,175.54,1.38,-24.04,,Bury (unpublished)
U0260,14,2015,Feb,POM,-54.78,177.826,-0.8,-23.92,,Bury (unpublished)
U0246,14,2015,Jan,POM,-50.13,-178.94,-0.65,-23.86,,Bury (unpublished)
U0243,14,2015,Mar,POM,-48.4,-178.387,-2.89,-23.85,,Bury (unpublished)
U0265,14,2015,Feb,POM,-55.91,175.458,0.18,-23.8,,Bury (unpublished)
U0242,14,2015,Mar,POM,-49.38,-179.092,-2.89,-23.74,,Bury (unpublished)
U0261,14,2015,Feb,POM,-55.91,176.429,0,-23.53,,Bury (unpublished)
U0239,14,2015,Mar,POM,-51.61,-179.567,-1.14,-23.23,,Bury (unpublished)
U0136,14,2015,Feb,POM,-74.73,-179.189,3.58,-22.45,,Bury (unpublished)
,15,1991,Jan,POM,-64.85,-80.28,,-28.03,,Dehairs et al (1997)
,15,1991,Jan,POM,-63.27,-85.32,,-27.82,,Dehairs et al (1997)
,15,1991,Jan,POM,-62.59,-96.8,,-27.8,,Dehairs et al (1997)
,15,1991,Jan,POM,-59.95,-112.25,,-27.75,,Dehairs et al (1997)
,15,1991,Jan,POM,-60.8,-106.77,,-27.57,,Dehairs et al (1997)
,15,1991,Jan,POM,-63.73,-81.58,,-27.46,,Dehairs et al (1997)
,15,1991,Jan,POM,-63.25,-92,,-27.42,,Dehairs et al (1997)
,15,1991,Jan,POM,-59.27,-116.13,,-27.42,,Dehairs et al (1997)
,15,1991,Jan,POM,-62.05,-99.87,,-27.38,,Dehairs et al (1997)
,15,1991,Jan,POM,-63.28,-89.12,,-27.25,,Dehairs et al (1997)
,15,1991,Jan,POM,-60.34,-109.57,,-27.16,,Dehairs et al (1997)
,15,1991,Jan,POM,-61.55,-102.57,,-26.91,,Dehairs et al (1997)
,15,1991,Jan,POM,-58.19,-118.82,,-26.45,,Dehairs et al (1997)
,15,1991,Jan,POM,-53.18,-129.74,,-26.33,,Dehairs et al (1997)
,15,1991,Jan,POM,-54.34,-127.38,,-26.28,,Dehairs et al (1997)
,15,1991,Jan,POM,-52.4,-131.48,,-26.08,,Dehairs et al (1997)
,15,1991,Jan,POM,-55.2,-125.54,,-25.96,,Dehairs et al (1997)
,15,1991,Jan,POM,-56.32,-123.09,,-25.63,,Dehairs et al (1997)
,15,1991,Jan,POM,-50.3,-135.3,,-25.39,,Dehairs et al (1997)
,15,1991,Jan,POM,-57.34,-120.66,,-25.25,,Dehairs et al (1997)
,15,1991,Jan,POM,-50.94,-134.02,,-24.86,,Dehairs et al (1997)
,15,1991,Jan,POM,-49.7,-136.55,,-24.38,,Dehairs et al (1997)
,15,1991,Jan,POM,-51.82,-132.34,,-24.1,,Dehairs et al (1997)
,15,1991,Jan,POM,-48.67,-139.55,,-23.64,,Dehairs et al (1997)
,15,1991,Jan,POM,-47.8,-140.13,,-21.85,,Dehairs et al (1997)
869,15,1992,Oct,POM,-56.5,-5.98,,-29.69,,Dehairs et al (1997)
873,15,1992,Oct,POM,-54.49,-6,,-29.43,,Dehairs et al (1997)
886,15,1992,Oct,POM,-56.07,-6.84,,-29.01,,Dehairs et al (1997)
872,15,1992,Oct,POM,-55,-6.04,,-28.9,,Dehairs et al (1997)
949,15,1992,Nov,POM,-52.99,-5.99,,-28.89,,Dehairs et al (1997)
945,15,1992,Nov,POM,-55,-6,,-28.74,,Dehairs et al (1997)
895,15,1992,Oct,POM,-53,-5.99,,-28.73,,Dehairs et al (1997)
953,15,1992,Nov,POM,-50.99,-6,,-28.7,,Dehairs et al (1997)
876,15,1992,Oct,POM,-53,-5.99,,-28.5,,Dehairs et al (1997)
939,15,1992,Nov,POM,-57.49,-6,,-28.43,,Dehairs et al (1997)
899,15,1992,Oct,POM,-50.99,-6,,-28.13,,Dehairs et al (1997)
969,15,1992,Nov,POM,-46.99,-6,,-27.05,,Dehairs et al (1997)
960,15,1992,Nov,POM,-49,-5.98,,-26.83,,Dehairs et al (1997)
877,15,1992,Oct,POM,-49,-6,,-26.14,,Dehairs et al (1997)
879,15,1992,Oct,POM,-48,-6,,-25.7,,Dehairs et al (1997)
880,15,1992,Oct,POM,-48.82,-5.99,,-25.47,,Dehairs et al (1997)
878,15,1992,Oct,POM,-48.5,-6,,-25.47,,Dehairs et al (1997)
907,15,1992,Oct,POM,-46.99,-6,,-24.98,,Dehairs et al (1997)
903,15,1992,Oct,POM,-49,-6,,-24.64,,Dehairs et al (1997)
1,16,2001,Feb,POM,-47.762,146.868,0.17,-22.89,,Dunbar et al (unpublished)
2,16,2001,Feb,POM,-48.007,146.827,-0.38,-23.21,,Dunbar et al (unpublished)
3,16,2001,Feb,POM,-48.385,146.768,0.39,-22.25,,Dunbar et al (unpublished)
4,16,2001,Feb,POM,-48.664,146.72,0.47,-22.09,,Dunbar et al (unpublished)
5,16,2001,Feb,POM,-48.948,146.675,0.4,-22.12,,Dunbar et al (unpublished)
6,16,2001,Feb,POM,-49.22,146.632,-2.81,-22.34,,Dunbar et al (unpublished)
8,16,2001,Feb,POM,-49.749,146.545,1.04,-21.85,,Dunbar et al (unpublished)
9,16,2001,Feb,POM,-50.016,146.501,0.31,-22.1,,Dunbar et al (unpublished)
10,16,2001,Feb,POM,-50.294,146.472,1.67,-22.22,,Dunbar et al (unpublished)
11,16,2001,Feb,POM,-50.583,146.49,0.56,-22.58,,Dunbar et al (unpublished)
12,16,2001,Feb,POM,-50.889,146.51,0.34,-22.05,,Dunbar et al (unpublished)
13,16,2001,Feb,POM,-51.214,146.531,0.92,-22.22,,Dunbar et al (unpublished)
14,16,2001,Feb,POM,-51.494,146.55,-0.78,-23.06,,Dunbar et al (unpublished)
15,16,2001,Feb,POM,-51.783,146.568,-0.99,-23.51,,Dunbar et al (unpublished)
16,16,2001,Feb,POM,-51.086,146.589,-0.83,-22.43,,Dunbar et al (unpublished)
17,16,2001,Feb,POM,-52.345,146.604,-0.99,-23.38,,Dunbar et al (unpublished)
18,16,2001,Feb,POM,-52.605,146.622,-3.77,-24.34,,Dunbar et al (unpublished)
19,16,2001,Feb,POM,-52.947,146.643,-0.43,-24.81,,Dunbar et al (unpublished)
20,16,2001,Feb,POM,-53.153,146.656,0.84,-24.58,,Dunbar et al (unpublished)
21,16,2001,Feb,POM,-53.444,146.677,0.7,-24.83,,Dunbar et al (unpublished)
22,16,2001,Feb,POM,-53.732,146.698,0.21,-24.9,,Dunbar et al (unpublished)
23,16,2001,Feb,POM,-54.037,146.72,1.5,-25.4,,Dunbar et al (unpublished)
24,16,2001,Feb,POM,-54.338,146.741,1.33,-25.68,,Dunbar et al (unpublished)
25,16,2001,Feb,POM,-54.624,146.758,-0.31,-25.52,,Dunbar et al (unpublished)
26,16,2001,Feb,POM,-54.904,146.779,0.81,-24.26,,Dunbar et al (unpublished)
27,16,2001,Feb,POM,-55.196,146.8,1.45,-24.9,,Dunbar et al (unpublished)
28,16,2001,Feb,POM,-55.491,146.821,-0.23,-24.96,,Dunbar et al (unpublished)
29,16,2001,Feb,POM,-55.774,146.841,1.39,-23.86,,Dunbar et al (unpublished)
30,16,2001,Feb,POM,-56.034,146.86,0.42,-23.95,,Dunbar et al (unpublished)
31,16,2001,Feb,POM,-56.296,146.879,-0.46,-22.45,,Dunbar et al (unpublished)
32,16,2001,Feb,POM,-56.562,146.898,-0.71,-24.29,,Dunbar et al (unpublished)
33,16,2001,Feb,POM,-56.888,146.924,0.92,-24.06,,Dunbar et al (unpublished)
34,16,2001,Feb,POM,-56.982,146.93,-1.41,-23.88,,Dunbar et al (unpublished)
35,16,2001,Feb,POM,-57.242,146.95,-0.01,-24.18,,Dunbar et al (unpublished)
36,16,2001,Feb,POM,-57.498,146.967,-0.33,-24.38,,Dunbar et al (unpublished)
37,16,2001,Feb,POM,-57.749,146.988,0.11,-24.59,,Dunbar et al (unpublished)
38,16,2001,Feb,POM,-58.003,147.005,-0.37,-24.45,,Dunbar et al (unpublished)
39,16,2001,Feb,POM,-58.209,147.023,-0.43,-24.39,,Dunbar et al (unpublished)
40,16,2001,Feb,POM,-58.398,147.036,-0.23,-24.39,,Dunbar et al (unpublished)
41,16,2001,Feb,POM,-58.59,147.05,-1.98,-24.6,,Dunbar et al (unpublished)
42,16,2001,Feb,POM,-58.794,147.067,0.09,-23.42,,Dunbar et al (unpublished)
